configuracion,tablero_indice,repeticion,estado_inicial,estado_final,h_inicial,h_final,evaluaciones,resuelto,truncada,longitud_solucion,longitud_optima
temple_actividad_sin_tope,13,6,4-1-8-3-5-7-2-6-0,1-2-3-4-5-6-7-8-0,16,0,8330,True,False,6544.0,24
temple_actividad_sin_tope,14,6,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,9486,True,False,6984.0,18
temple_actividad_sin_tope,15,6,4-3-7-6-2-5-0-1-8,1-2-3-4-5-6-7-8-0,14,0,6413,True,False,5474.0,26
temple_actividad_sin_tope,16,6,4-5-0-1-2-7-8-3-6,1-2-3-4-5-6-7-8-0,12,0,8384,True,False,6524.0,22
temple_actividad_sin_tope,17,6,5-1-2-6-4-7-3-0-8,1-2-3-4-5-6-7-8-0,15,0,4621,True,False,4129.0,23
temple_actividad_sin_tope,18,6,5-1-7-8-6-3-2-4-0,1-2-3-0-5-6-7-8-4,16,3,17401,False,False,,24
temple_actividad_sin_tope,19,6,6-0-1-8-4-7-3-2-5,1-2-3-4-5-6-7-8-0,19,0,7342,True,False,6005.0,27
temple_actividad_sin_tope,20,6,6-3-7-5-1-4-8-2-0,1-2-3-4-5-6-7-8-0,16,0,7060,True,False,5874.0,24
temple_actividad_sin_tope,21,6,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,4601,True,False,4119.0,21
temple_actividad_sin_tope,22,6,7-0-8-6-3-2-1-4-5,1-0-3-4-5-6-7-8-2,17,3,17401,False,False,,23
temple_actividad_sin_tope,23,6,7-1-8-2-0-3-5-4-6,1-2-3-5-4-6-0-8-7,14,4,17401,False,False,,22
temple_actividad_sin_tope,24,6,7-3-2-1-0-6-8-5-4,4-5-3-1-2-6-7-8-0,10,4,17401,False,False,,22
temple_actividad_sin_tope,25,6,7-8-3-4-1-2-0-5-6,1-2-3-4-5-6-7-8-0,10,0,908,True,False,860.0,22
temple_actividad_sin_tope,26,6,8-1-2-3-6-0-7-5-4,1-2-0-5-4-6-7-8-3,13,4,17401,False,False,,23
temple_actividad_sin_tope,27,6,8-1-7-3-0-2-6-5-4,1-2-3-4-5-6-7-8-0,20,0,3049,True,False,2788.0,22
temple_actividad_sin_tope,28,6,8-4-1-3-5-7-0-2-6,1-2-3-4-5-6-7-8-0,16,0,7181,True,False,5950.0,26
temple_actividad_sin_tope,29,6,8-6-4-5-0-3-7-1-2,1-2-3-4-6-8-7-5-0,16,4,17401,False,False,,26
temple_actividad_sin_tope,0,7,0-1-6-3-4-7-8-2-5,1-2-3-4-5-6-7-8-0,14,0,8710,True,False,6750.0,22
temple_actividad_sin_tope,1,7,0-6-7-8-4-3-1-2-5,2-1-3-7-5-6-4-8-0,16,4,17401,False,False,,28
temple_actividad_sin_tope,2,7,1-0-3-2-7-4-8-5-6,1-2-3-4-5-0-7-8-6,9,1,17401,False,False,,21
temple_actividad_sin_tope,3,7,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-0-7-8,13,2,17401,False,False,,17
temple_actividad_sin_tope,4,7,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,7390,True,False,6088.0,20
temple_actividad_sin_tope,5,7,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,9503,True,False,6922.0,16
temple_actividad_sin_tope,6,7,2-7-1-6-4-8-0-3-5,1-2-3-4-5-6-7-8-0,16,0,2182,True,False,2038.0,26
temple_actividad_sin_tope,7,7,2-8-4-6-1-3-0-5-7,1-2-3-0-5-6-7-8-4,14,3,17401,False,False,,22
temple_actividad_sin_tope,8,7,2-8-7-6-3-1-5-0-4,1-2-3-4-5-6-7-8-0,19,0,4841,True,False,4321.0,25
temple_actividad_sin_tope,9,7,3-2-1-7-5-4-8-6-0,1-2-3-4-5-6-7-8-0,10,0,2736,True,False,2526.0,22
temple_actividad_sin_tope,10,7,3-5-4-6-2-7-8-0-1,1-2-3-4-5-6-7-8-0,17,0,6888,True,False,5803.0,27
temple_actividad_sin_tope,11,7,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,4442,True,False,3996.0,16
temple_actividad_sin_tope,12,7,4-1-5-2-6-3-0-7-8,1-0-3-4-5-6-7-8-2,10,3,17401,False,False,,18
temple_actividad_sin_tope,13,7,4-1-8-3-5-7-2-6-0,1-2-6-4-5-3-0-8-7,16,4,17401,False,False,,24
temple_actividad_sin_tope,14,7,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,5822,True,False,5006.0,18
temple_actividad_sin_tope,15,7,4-3-7-6-2-5-0-1-8,1-2-0-4-5-3-7-8-6,14,2,17401,False,False,,26
temple_actividad_sin_tope,16,7,4-5-0-1-2-7-8-3-6,1-2-3-4-5-6-7-8-0,12,0,8213,True,False,6462.0,22
temple_actividad_sin_tope,17,7,5-1-2-6-4-7-3-0-8,1-2-3-4-0-6-7-5-8,15,2,17401,False,False,,23
temple_actividad_sin_tope,18,7,5-1-7-8-6-3-2-4-0,1-2-3-4-5-6-7-8-0,16,0,7758,True,False,6322.0,24
temple_actividad_sin_tope,19,7,6-0-1-8-4-7-3-2-5,1-2-3-4-5-6-7-8-0,19,0,5855,True,False,5057.0,27
temple_actividad_sin_tope,20,7,6-3-7-5-1-4-8-2-0,1-2-3-4-5-6-7-8-0,16,0,8045,True,False,6444.0,24
temple_actividad_sin_tope,21,7,6-8-2-3-1-5-4-0-7,1-0-3-4-5-6-7-8-2,15,3,17401,False,False,,21
temple_actividad_sin_tope,22,7,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,5815,True,False,5061.0,23
temple_actividad_sin_tope,23,7,7-1-8-2-0-3-5-4-6,1-2-3-4-5-6-7-8-0,14,0,7192,True,False,5928.0,22
temple_actividad_sin_tope,24,7,7-3-2-1-0-6-8-5-4,1-2-3-4-5-6-7-8-0,10,0,9061,True,False,6824.0,22
temple_actividad_sin_tope,25,7,7-8-3-4-1-2-0-5-6,1-2-3-4-5-6-7-8-0,10,0,5950,True,False,5154.0,22
temple_actividad_sin_tope,26,7,8-1-2-3-6-0-7-5-4,1-2-3-4-5-6-7-8-0,13,0,6065,True,False,5185.0,23
temple_actividad_sin_tope,27,7,8-1-7-3-0-2-6-5-4,1-0-3-4-5-6-7-8-2,20,3,17401,False,False,,22
temple_actividad_sin_tope,28,7,8-4-1-3-5-7-0-2-6,1-2-3-4-5-6-7-8-0,16,0,8099,True,False,6378.0,26
temple_actividad_sin_tope,29,7,8-6-4-5-0-3-7-1-2,1-2-3-4-5-6-7-8-0,16,0,5196,True,False,4584.0,26
temple_actividad_sin_tope,0,8,0-1-6-3-4-7-8-2-5,1-2-3-0-5-6-7-8-4,14,3,17401,False,False,,22
temple_actividad_sin_tope,1,8,0-6-7-8-4-3-1-2-5,1-2-3-4-5-6-7-8-0,16,0,3577,True,False,3290.0,28
temple_actividad_sin_tope,2,8,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,6020,True,False,5197.0,21
temple_actividad_sin_tope,3,8,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,6531,True,False,5501.0,17
temple_actividad_sin_tope,4,8,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,5967,True,False,5156.0,20
temple_actividad_sin_tope,5,8,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,6546,True,False,5556.0,16
temple_actividad_sin_tope,6,8,2-7-1-6-4-8-0-3-5,1-2-3-4-5-6-7-8-0,16,0,8057,True,False,6460.0,26
temple_actividad_sin_tope,7,8,2-8-4-6-1-3-0-5-7,1-2-3-4-5-6-7-8-0,14,0,6502,True,False,5502.0,22
temple_actividad_sin_tope,8,8,2-8-7-6-3-1-5-0-4,1-2-3-4-5-6-7-8-0,19,0,7254,True,False,5943.0,25
temple_actividad_sin_tope,9,8,3-2-1-7-5-4-8-6-0,2-1-3-4-6-5-7-8-0,10,4,17401,False,False,,22
temple_actividad_sin_tope,10,8,3-5-4-6-2-7-8-0-1,1-2-3-4-5-6-7-8-0,17,0,8982,True,False,6817.0,27
temple_actividad_sin_tope,11,8,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,8292,True,False,6516.0,16
temple_actividad_sin_tope,12,8,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,5155,True,False,4558.0,18
temple_actividad_sin_tope,13,8,4-1-8-3-5-7-2-6-0,1-2-3-4-5-6-7-8-0,16,0,2885,True,False,2654.0,24
temple_actividad_sin_tope,14,8,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,7586,True,False,6202.0,18
temple_actividad_sin_tope,15,8,4-3-7-6-2-5-0-1-8,1-2-3-4-5-6-7-8-0,14,0,7918,True,False,6368.0,26
temple_actividad_sin_tope,16,8,4-5-0-1-2-7-8-3-6,1-2-3-4-5-6-7-8-0,12,0,1843,True,False,1728.0,22
temple_actividad_sin_tope,17,8,5-1-2-6-4-7-3-0-8,1-2-3-4-5-6-7-8-0,15,0,5590,True,False,4825.0,23
temple_actividad_sin_tope,18,8,5-1-7-8-6-3-2-4-0,1-2-3-4-5-6-7-8-0,16,0,7060,True,False,5860.0,24
temple_actividad_sin_tope,19,8,6-0-1-8-4-7-3-2-5,1-2-3-0-5-6-7-8-4,19,3,17401,False,False,,27
temple_actividad_sin_tope,20,8,6-3-7-5-1-4-8-2-0,1-2-3-0-5-6-7-8-4,16,3,17401,False,False,,24
temple_actividad_sin_tope,21,8,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,7057,True,False,5877.0,21
temple_actividad_sin_tope,22,8,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,6168,True,False,5299.0,23
temple_actividad_sin_tope,23,8,7-1-8-2-0-3-5-4-6,1-2-3-4-5-6-7-8-0,14,0,6952,True,False,5850.0,22
temple_actividad_sin_tope,24,8,7-3-2-1-0-6-8-5-4,1-2-3-4-5-6-7-8-0,10,0,4811,True,False,4250.0,22
temple_actividad_sin_tope,25,8,7-8-3-4-1-2-0-5-6,1-2-3-4-5-6-7-8-0,10,0,6786,True,False,5672.0,22
temple_actividad_sin_tope,26,8,8-1-2-3-6-0-7-5-4,1-2-3-0-4-6-7-5-8,13,3,17401,False,False,,23
temple_actividad_sin_tope,27,8,8-1-7-3-0-2-6-5-4,1-2-3-4-6-8-7-5-0,20,4,17401,False,False,,22
temple_actividad_sin_tope,28,8,8-4-1-3-5-7-0-2-6,1-2-3-4-5-6-7-8-0,16,0,8711,True,False,6664.0,26
temple_actividad_sin_tope,29,8,8-6-4-5-0-3-7-1-2,1-2-3-4-5-6-7-8-0,16,0,3210,True,False,2950.0,26
temple_actividad_sin_tope,0,9,0-1-6-3-4-7-8-2-5,1-2-3-4-5-6-7-8-0,14,0,7910,True,False,6348.0,22
temple_actividad_sin_tope,1,9,0-6-7-8-4-3-1-2-5,1-2-3-4-0-6-7-5-8,16,2,17401,False,False,,28
temple_actividad_sin_tope,2,9,1-0-3-2-7-4-8-5-6,1-2-3-4-0-5-7-8-6,9,2,17401,False,False,,21
temple_actividad_sin_tope,3,9,1-6-8-3-5-0-4-7-2,1-2-3-4-0-5-7-8-6,13,2,17401,False,False,,17
temple_actividad_sin_tope,4,9,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,5269,True,False,4608.0,20
temple_actividad_sin_tope,5,9,2-3-1-7-4-5-8-6-0,1-2-3-0-5-6-7-8-4,10,3,17401,False,False,,16
temple_actividad_sin_tope,6,9,2-7-1-6-4-8-0-3-5,1-0-3-4-5-6-7-8-2,16,3,17401,False,False,,26
temple_actividad_sin_tope,7,9,2-8-4-6-1-3-0-5-7,1-2-3-4-5-6-7-8-0,14,0,7059,True,False,5830.0,22
temple_actividad_sin_tope,8,9,2-8-7-6-3-1-5-0-4,1-2-3-4-5-6-7-8-0,19,0,6005,True,False,5191.0,25
temple_actividad_sin_tope,9,9,3-2-1-7-5-4-8-6-0,1-2-3-4-5-6-7-8-0,10,0,8237,True,False,6512.0,22
temple_actividad_sin_tope,10,9,3-5-4-6-2-7-8-0-1,1-2-3-4-5-6-7-8-0,17,0,5226,True,False,4551.0,27
temple_actividad_sin_tope,11,9,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,8998,True,False,6798.0,16
temple_actividad_sin_tope,12,9,4-1-5-2-6-3-0-7-8,1-2-0-5-4-6-7-8-3,10,4,17401,False,False,,18
temple_actividad_sin_tope,13,9,4-1-8-3-5-7-2-6-0,1-2-3-4-5-6-7-8-0,16,0,5865,True,False,5046.0,24
temple_actividad_sin_tope,14,9,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,5601,True,False,4916.0,18
temple_actividad_sin_tope,15,9,4-3-7-6-2-5-0-1-8,1-2-3-4-5-6-7-8-0,14,0,6027,True,False,5190.0,26
temple_actividad_sin_tope,16,9,4-5-0-1-2-7-8-3-6,1-0-3-4-2-5-7-8-6,12,3,17401,False,False,,22
temple_actividad_sin_tope,17,9,5-1-2-6-4-7-3-0-8,1-2-3-4-5-6-7-8-0,15,0,6223,True,False,5333.0,23
temple_actividad_sin_tope,18,9,5-1-7-8-6-3-2-4-0,1-2-3-4-5-6-7-8-0,16,0,6355,True,False,5422.0,24
temple_actividad_sin_tope,19,9,6-0-1-8-4-7-3-2-5,1-2-3-4-5-6-7-8-0,19,0,4747,True,False,4233.0,27
temple_actividad_sin_tope,20,9,6-3-7-5-1-4-8-2-0,1-2-3-0-5-6-7-8-4,16,3,17401,False,False,,24
temple_actividad_sin_tope,21,9,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,8151,True,False,6471.0,21
temple_actividad_sin_tope,22,9,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,6654,True,False,5615.0,23
temple_actividad_sin_tope,23,9,7-1-8-2-0-3-5-4-6,1-2-3-8-4-6-7-5-0,14,4,17401,False,False,,22
temple_actividad_sin_tope,24,9,7-3-2-1-0-6-8-5-4,1-0-3-4-5-6-7-8-2,10,3,17401,False,False,,22
temple_actividad_sin_tope,25,9,7-8-3-4-1-2-0-5-6,1-2-3-4-5-6-7-8-0,10,0,7341,True,False,6024.0,22
temple_actividad_sin_tope,26,9,8-1-2-3-6-0-7-5-4,1-4-3-5-2-6-7-8-0,13,4,17401,False,False,,23
temple_actividad_sin_tope,27,9,8-1-7-3-0-2-6-5-4,1-0-2-4-5-3-7-8-6,20,3,17401,False,False,,22
temple_actividad_sin_tope,28,9,8-4-1-3-5-7-0-2-6,1-5-3-4-2-6-8-7-0,16,4,17401,False,False,,26
temple_actividad_sin_tope,29,9,8-6-4-5-0-3-7-1-2,1-2-3-4-5-6-7-8-0,16,0,5778,True,False,5020.0,26
