configuracion,tablero_indice,repeticion,estado_inicial,estado_final,h_inicial,h_final,evaluaciones,resuelto,truncada,longitud_solucion,longitud_optima,estado_partida,cantidad_intentos,resuelto_sin_reinicio
estocastico,11,6,3-6-2-5-0-4-1-7-8,3-2-0-5-6-4-1-7-8,12,10,10,False,False,,16,,,
estocastico,12,6,4-1-5-2-6-3-0-7-8,4-1-5-2-6-3-7-8-0,10,8,8,False,False,,18,,,
estocastico,13,6,4-1-8-3-5-7-2-6-0,4-1-0-3-5-8-2-6-7,16,14,8,False,False,,24,,,
estocastico,14,6,4-3-2-1-0-6-7-5-8,4-3-2-1-5-6-7-8-0,6,4,10,False,False,,18,,,
estocastico,15,6,4-3-7-6-2-5-0-1-8,4-3-7-6-2-5-1-8-0,14,12,8,False,False,,26,,,
estocastico,16,6,4-5-0-1-2-7-8-3-6,4-5-0-1-2-7-8-3-6,12,12,3,False,False,,22,,,
estocastico,17,6,5-1-2-6-4-7-3-0-8,5-1-2-6-4-0-3-8-7,15,13,9,False,False,,23,,,
estocastico,18,6,5-1-7-8-6-3-2-4-0,5-1-7-8-6-3-2-4-0,16,16,3,False,False,,24,,,
estocastico,19,6,6-0-1-8-4-7-3-2-5,0-6-1-8-4-7-3-2-5,19,18,6,False,False,,27,,,
estocastico,20,6,6-3-7-5-1-4-8-2-0,6-3-7-5-1-4-8-2-0,16,16,3,False,False,,24,,,
estocastico,21,6,6-8-2-3-1-5-4-0-7,6-8-2-3-1-5-4-7-0,15,14,6,False,False,,21,,,
estocastico,22,6,7-0-8-6-3-2-1-4-5,7-8-2-6-4-3-1-5-0,17,12,18,False,False,,23,,,
estocastico,23,6,7-1-8-2-0-3-5-4-6,7-1-8-2-4-3-0-5-6,14,12,10,False,False,,22,,,
estocastico,24,6,7-3-2-1-0-6-8-5-4,7-3-2-1-5-6-8-4-0,10,8,10,False,False,,22,,,
estocastico,25,6,7-8-3-4-1-2-0-5-6,7-8-3-4-1-2-0-5-6,10,10,3,False,False,,22,,,
estocastico,26,6,8-1-2-3-6-0-7-5-4,8-1-2-3-5-6-7-4-0,13,10,13,False,False,,23,,,
estocastico,27,6,8-1-7-3-0-2-6-5-4,1-3-7-0-5-2-8-6-4,20,13,25,False,False,,22,,,
estocastico,28,6,8-4-1-3-5-7-0-2-6,8-4-1-3-5-7-0-2-6,16,16,3,False,False,,26,,,
estocastico,29,6,8-6-4-5-0-3-7-1-2,0-6-4-8-5-3-7-1-2,16,14,10,False,False,,26,,,
estocastico,0,7,0-1-6-3-4-7-8-2-5,1-0-6-3-4-7-8-2-5,14,13,6,False,False,,22,,,
estocastico,1,7,0-6-7-8-4-3-1-2-5,0-6-7-8-4-3-1-2-5,16,16,3,False,False,,28,,,
estocastico,2,7,1-0-3-2-7-4-8-5-6,1-0-3-2-7-4-8-5-6,9,9,4,False,False,,21,,,
estocastico,3,7,1-6-8-3-5-0-4-7-2,1-0-6-3-5-8-4-7-2,13,11,9,False,False,,17,,,
estocastico,4,7,1-7-4-8-2-3-0-6-5,1-7-4-0-2-3-8-6-5,14,13,6,False,False,,20,,,
estocastico,5,7,2-3-1-7-4-5-8-6-0,2-3-1-4-5-6-7-8-0,10,4,20,False,False,,16,,,
estocastico,6,7,2-7-1-6-4-8-0-3-5,2-7-1-6-4-8-0-3-5,16,16,3,False,False,,26,,,
estocastico,7,7,2-8-4-6-1-3-0-5-7,2-8-4-6-1-3-0-5-7,14,14,3,False,False,,22,,,
estocastico,8,7,2-8-7-6-3-1-5-0-4,2-8-7-6-3-1-0-5-4,19,18,6,False,False,,25,,,
estocastico,9,7,3-2-1-7-5-4-8-6-0,3-2-1-0-5-4-7-8-6,10,7,11,False,False,,22,,,
estocastico,10,7,3-5-4-6-2-7-8-0-1,3-5-0-6-2-4-8-1-7,17,14,11,False,False,,27,,,
estocastico,11,7,3-6-2-5-0-4-1-7-8,3-6-2-5-4-0-1-7-8,12,11,8,False,False,,16,,,
estocastico,12,7,4-1-5-2-6-3-0-7-8,4-1-5-2-6-3-7-8-0,10,8,8,False,False,,18,,,
estocastico,13,7,4-1-8-3-5-7-2-6-0,4-1-0-3-5-8-2-6-7,16,14,8,False,False,,24,,,
estocastico,14,7,4-3-2-1-0-6-7-5-8,4-3-2-1-5-6-7-8-0,6,4,10,False,False,,18,,,
estocastico,15,7,4-3-7-6-2-5-0-1-8,4-3-7-6-2-5-1-8-0,14,12,8,False,False,,26,,,
estocastico,16,7,4-5-0-1-2-7-8-3-6,4-5-0-1-2-7-8-3-6,12,12,3,False,False,,22,,,
estocastico,17,7,5-1-2-6-4-7-3-0-8,5-1-2-6-4-7-0-3-8,15,14,6,False,False,,23,,,
estocastico,18,7,5-1-7-8-6-3-2-4-0,5-1-7-8-6-3-2-4-0,16,16,3,False,False,,24,,,
estocastico,19,7,6-0-1-8-4-7-3-2-5,0-6-1-8-4-7-3-2-5,19,18,6,False,False,,27,,,
estocastico,20,7,6-3-7-5-1-4-8-2-0,6-3-7-5-1-4-8-2-0,16,16,3,False,False,,24,,,
estocastico,21,7,6-8-2-3-1-5-4-0-7,6-8-2-3-1-5-4-7-0,15,14,6,False,False,,21,,,
estocastico,22,7,7-0-8-6-3-2-1-4-5,7-3-8-6-2-5-1-4-0,17,14,13,False,False,,23,,,
estocastico,23,7,7-1-8-2-0-3-5-4-6,1-8-3-7-2-6-5-4-0,14,8,20,False,False,,22,,,
estocastico,24,7,7-3-2-1-0-6-8-5-4,7-3-2-1-5-6-8-4-0,10,8,10,False,False,,22,,,
estocastico,25,7,7-8-3-4-1-2-0-5-6,7-8-3-4-1-2-0-5-6,10,10,3,False,False,,22,,,
estocastico,26,7,8-1-2-3-6-0-7-5-4,8-1-2-3-5-6-7-4-0,13,10,13,False,False,,23,,,
estocastico,27,7,8-1-7-3-0-2-6-5-4,8-1-7-6-3-2-0-5-4,20,18,10,False,False,,22,,,
estocastico,28,7,8-4-1-3-5-7-0-2-6,8-4-1-3-5-7-0-2-6,16,16,3,False,False,,26,,,
estocastico,29,7,8-6-4-5-0-3-7-1-2,0-6-4-8-5-3-7-1-2,16,14,10,False,False,,26,,,
estocastico,0,8,0-1-6-3-4-7-8-2-5,3-1-0-4-2-6-8-5-7,14,8,20,False,False,,22,,,
estocastico,1,8,0-6-7-8-4-3-1-2-5,0-6-7-8-4-3-1-2-5,16,16,3,False,False,,28,,,
estocastico,2,8,1-0-3-2-7-4-8-5-6,1-0-3-2-7-4-8-5-6,9,9,4,False,False,,21,,,
estocastico,3,8,1-6-8-3-5-0-4-7-2,1-0-6-3-5-8-4-7-2,13,11,9,False,False,,17,,,
estocastico,4,8,1-7-4-8-2-3-0-6-5,1-7-4-0-2-3-8-6-5,14,13,6,False,False,,20,,,
estocastico,5,8,2-3-1-7-4-5-8-6-0,2-3-1-4-5-6-7-8-0,10,4,20,False,False,,16,,,
estocastico,6,8,2-7-1-6-4-8-0-3-5,2-7-1-6-4-8-0-3-5,16,16,3,False,False,,26,,,
estocastico,7,8,2-8-4-6-1-3-0-5-7,2-8-4-6-1-3-0-5-7,14,14,3,False,False,,22,,,
estocastico,8,8,2-8-7-6-3-1-5-0-4,2-8-7-6-3-1-5-4-0,19,18,6,False,False,,25,,,
estocastico,9,8,3-2-1-7-5-4-8-6-0,3-2-1-0-5-4-7-8-6,10,7,11,False,False,,22,,,
estocastico,10,8,3-5-4-6-2-7-8-0-1,3-5-0-6-2-4-8-1-7,17,14,11,False,False,,27,,,
estocastico,11,8,3-6-2-5-0-4-1-7-8,3-6-2-5-4-0-1-7-8,12,11,8,False,False,,16,,,
estocastico,12,8,4-1-5-2-6-3-0-7-8,4-1-5-2-6-3-7-8-0,10,8,8,False,False,,18,,,
estocastico,13,8,4-1-8-3-5-7-2-6-0,4-1-0-3-5-8-2-6-7,16,14,8,False,False,,24,,,
estocastico,14,8,4-3-2-1-0-6-7-5-8,4-3-2-1-5-6-7-8-0,6,4,10,False,False,,18,,,
estocastico,15,8,4-3-7-6-2-5-0-1-8,4-3-7-6-2-5-1-8-0,14,12,8,False,False,,26,,,
estocastico,16,8,4-5-0-1-2-7-8-3-6,4-5-0-1-2-7-8-3-6,12,12,3,False,False,,22,,,
estocastico,17,8,5-1-2-6-4-7-3-0-8,5-1-2-6-4-0-3-8-7,15,13,9,False,False,,23,,,
estocastico,18,8,5-1-7-8-6-3-2-4-0,5-1-7-8-6-3-2-4-0,16,16,3,False,False,,24,,,
estocastico,19,8,6-0-1-8-4-7-3-2-5,0-6-1-8-4-7-3-2-5,19,18,6,False,False,,27,,,
estocastico,20,8,6-3-7-5-1-4-8-2-0,6-3-7-5-1-4-8-2-0,16,16,3,False,False,,24,,,
estocastico,21,8,6-8-2-3-1-5-4-0-7,6-8-2-3-1-5-4-7-0,15,14,6,False,False,,21,,,
estocastico,22,8,7-0-8-6-3-2-1-4-5,7-3-8-6-4-2-1-5-0,17,14,13,False,False,,23,,,
estocastico,23,8,7-1-8-2-0-3-5-4-6,7-1-8-2-4-3-0-5-6,14,12,10,False,False,,22,,,
estocastico,24,8,7-3-2-1-0-6-8-5-4,7-3-2-1-5-6-0-8-4,10,8,10,False,False,,22,,,
estocastico,25,8,7-8-3-4-1-2-0-5-6,7-8-3-4-1-2-0-5-6,10,10,3,False,False,,22,,,
estocastico,26,8,8-1-2-3-6-0-7-5-4,8-1-2-3-6-4-7-5-0,13,12,6,False,False,,23,,,
estocastico,27,8,8-1-7-3-0-2-6-5-4,8-1-7-3-5-2-0-6-4,20,18,10,False,False,,22,,,
estocastico,28,8,8-4-1-3-5-7-0-2-6,8-4-1-3-5-7-0-2-6,16,16,3,False,False,,26,,,
estocastico,29,8,8-6-4-5-0-3-7-1-2,8-6-4-5-1-3-7-2-0,16,14,10,False,False,,26,,,
estocastico,0,9,0-1-6-3-4-7-8-2-5,3-1-0-4-2-6-8-5-7,14,8,20,False,False,,22,,,
estocastico,1,9,0-6-7-8-4-3-1-2-5,0-6-7-8-4-3-1-2-5,16,16,3,False,False,,28,,,
estocastico,2,9,1-0-3-2-7-4-8-5-6,1-0-3-2-7-4-8-5-6,9,9,4,False,False,,21,,,
estocastico,3,9,1-6-8-3-5-0-4-7-2,1-6-8-3-5-2-4-7-0,13,12,6,False,False,,17,,,
estocastico,4,9,1-7-4-8-2-3-0-6-5,1-7-4-0-2-3-8-6-5,14,13,6,False,False,,20,,,
estocastico,5,9,2-3-1-7-4-5-8-6-0,2-3-1-4-5-6-7-8-0,10,4,20,False,False,,16,,,
estocastico,6,9,2-7-1-6-4-8-0-3-5,2-7-1-6-4-8-0-3-5,16,16,3,False,False,,26,,,
estocastico,7,9,2-8-4-6-1-3-0-5-7,2-8-4-6-1-3-0-5-7,14,14,3,False,False,,22,,,
estocastico,8,9,2-8-7-6-3-1-5-0-4,2-8-7-6-3-1-5-4-0,19,18,6,False,False,,25,,,
estocastico,9,9,3-2-1-7-5-4-8-6-0,3-2-1-0-5-4-7-8-6,10,7,11,False,False,,22,,,
estocastico,10,9,3-5-4-6-2-7-8-0-1,3-5-0-6-2-4-8-1-7,17,14,11,False,False,,27,,,
estocastico,11,9,3-6-2-5-0-4-1-7-8,3-6-2-5-4-0-1-7-8,12,11,8,False,False,,16,,,
estocastico,12,9,4-1-5-2-6-3-0-7-8,4-1-5-2-6-3-7-8-0,10,8,8,False,False,,18,,,
estocastico,13,9,4-1-8-3-5-7-2-6-0,4-1-8-3-5-7-0-2-6,16,14,8,False,False,,24,,,
estocastico,14,9,4-3-2-1-0-6-7-5-8,4-3-2-1-5-6-7-8-0,6,4,10,False,False,,18,,,
estocastico,15,9,4-3-7-6-2-5-0-1-8,4-3-7-6-2-5-1-8-0,14,12,8,False,False,,26,,,
estocastico,16,9,4-5-0-1-2-7-8-3-6,4-5-0-1-2-7-8-3-6,12,12,3,False,False,,22,,,
estocastico,17,9,5-1-2-6-4-7-3-0-8,5-1-2-6-4-7-0-3-8,15,14,6,False,False,,23,,,
estocastico,18,9,5-1-7-8-6-3-2-4-0,5-1-7-8-6-3-2-4-0,16,16,3,False,False,,24,,,
estocastico,19,9,6-0-1-8-4-7-3-2-5,0-6-1-8-4-7-3-2-5,19,18,6,False,False,,27,,,
estocastico,20,9,6-3-7-5-1-4-8-2-0,6-3-7-5-1-4-8-2-0,16,16,3,False,False,,24,,,
estocastico,21,9,6-8-2-3-1-5-4-0-7,6-8-2-3-1-5-4-7-0,15,14,6,False,False,,21,,,
estocastico,22,9,7-0-8-6-3-2-1-4-5,7-8-2-6-3-5-1-4-0,17,14,11,False,False,,23,,,
estocastico,23,9,7-1-8-2-0-3-5-4-6,7-1-8-5-2-3-4-0-6,14,11,13,False,False,,22,,,
estocastico,24,9,7-3-2-1-0-6-8-5-4,7-3-2-1-5-6-0-8-4,10,8,10,False,False,,22,,,
estocastico,25,9,7-8-3-4-1-2-0-5-6,7-8-3-4-1-2-0-5-6,10,10,3,False,False,,22,,,
estocastico,26,9,8-1-2-3-6-0-7-5-4,8-1-2-3-6-4-7-5-0,13,12,6,False,False,,23,,,
estocastico,27,9,8-1-7-3-0-2-6-5-4,8-1-7-6-3-2-0-5-4,20,18,10,False,False,,22,,,
estocastico,28,9,8-4-1-3-5-7-0-2-6,8-4-1-3-5-7-0-2-6,16,16,3,False,False,,26,,,
estocastico,29,9,8-6-4-5-0-3-7-1-2,0-6-4-8-5-3-7-1-2,16,14,10,False,False,,26,,,
reinicios,0,0,0-1-6-3-4-7-8-2-5,1-2-3-4-7-6-0-8-5,14,4,9826,False,True,,22,2-3-6-1-8-7-0-4-5,1038.0,False
reinicios,1,0,0-6-7-8-4-3-1-2-5,0-2-3-4-8-6-1-7-5,16,6,9838,False,True,,28,8-3-0-2-7-6-4-1-5,960.0,False
reinicios,2,0,1-0-3-2-7-4-8-5-6,2-1-3-5-4-6-7-8-0,9,4,9823,False,True,,21,2-1-3-5-4-0-7-8-6,976.0,False
reinicios,3,0,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,1340,True,False,27.0,17,1-3-6-4-2-8-7-0-5,100.0,False
reinicios,4,0,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,2166,True,False,32.0,20,7-4-3-8-1-5-0-2-6,196.0,False
reinicios,5,0,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,609,True,False,30.0,16,2-4-3-7-1-5-8-6-0,43.0,False
reinicios,6,0,2-7-1-6-4-8-0-3-5,0-2-1-4-5-3-7-6-8,16,6,9823,False,True,,26,4-2-1-7-0-3-6-5-8,972.0,False
reinicios,7,0,2-8-4-6-1-3-0-5-7,1-2-3-4-5-6-7-8-0,14,0,3309,True,False,32.0,22,0-2-3-1-7-8-6-4-5,349.0,False
reinicios,8,0,2-8-7-6-3-1-5-0-4,2-3-1-4-5-6-7-8-0,19,4,9823,False,True,,25,2-3-1-0-6-8-5-4-7,1016.0,False
reinicios,9,0,3-2-1-7-5-4-8-6-0,1-2-3-4-5-6-7-8-0,10,0,6428,True,False,34.0,22,3-4-5-7-1-2-8-6-0,561.0,False
reinicios,10,0,3-5-4-6-2-7-8-0-1,1-3-2-6-5-4-7-8-0,17,6,9827,False,True,,27,5-0-2-3-1-4-6-7-8,1052.0,False
reinicios,11,0,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,4813,True,False,32.0,16,3-6-0-1-4-8-7-2-5,442.0,False
reinicios,12,0,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,764,True,False,32.0,18,4-1-5-7-0-2-8-3-6,56.0,False
reinicios,13,0,4-1-8-3-5-7-2-6-0,2-3-1-4-5-6-7-8-0,16,4,9832,False,True,,24,0-4-1-3-6-8-2-7-5,1129.0,False
reinicios,14,0,4-3-2-1-0-6-7-5-8,4-3-2-1-5-6-7-8-0,6,4,9831,False,True,,18,4-3-2-1-0-6-7-5-8,938.0,False
reinicios,15,0,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-0-8-7,14,4,9823,False,True,,26,4-2-0-1-6-3-8-5-7,1084.0,False
reinicios,16,0,4-5-0-1-2-7-8-3-6,1-2-5-4-0-6-7-8-3,12,4,9839,False,True,,22,1-2-5-7-4-6-8-3-0,991.0,False
reinicios,17,0,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9828,False,True,,23,5-0-2-3-1-7-4-6-8,904.0,False
reinicios,18,0,5-1-7-8-6-3-2-4-0,1-2-7-4-5-6-0-8-3,16,6,9843,False,True,,24,5-1-7-2-8-6-4-3-0,846.0,False
reinicios,19,0,6-0-1-8-4-7-3-2-5,1-0-3-4-5-6-7-8-2,19,3,9826,False,True,,27,7-4-6-8-1-5-3-0-2,813.0,False
reinicios,20,0,6-3-7-5-1-4-8-2-0,6-2-3-4-5-0-1-8-7,16,7,9830,False,True,,24,6-3-7-4-2-8-1-5-0,1116.0,False
reinicios,21,0,6-8-2-3-1-5-4-0-7,1-3-2-4-6-5-7-8-0,15,4,9839,False,True,,21,6-0-2-3-1-5-4-7-8,877.0,False
reinicios,22,0,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,2569,True,False,35.0,23,6-0-3-2-7-8-1-4-5,223.0,False
reinicios,23,0,7-1-8-2-0-3-5-4-6,1-2-3-0-5-6-7-8-4,14,3,9823,False,True,,22,2-8-3-1-0-6-5-7-4,963.0,False
reinicios,24,0,7-3-2-1-0-6-8-5-4,1-2-3-4-5-6-7-8-0,10,0,8287,True,False,32.0,22,1-3-5-8-7-2-0-4-6,947.0,False
reinicios,25,0,7-8-3-4-1-2-0-5-6,1-2-3-8-4-6-7-5-0,10,4,9826,False,True,,22,8-1-3-7-2-6-0-4-5,1152.0,False
reinicios,26,0,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9829,False,True,,23,8-1-2-7-4-0-5-6-3,897.0,False
reinicios,27,0,8-1-7-3-0-2-6-5-4,1-2-0-4-5-6-8-7-3,20,4,9837,False,True,,22,1-7-5-8-4-2-0-3-6,1022.0,False
reinicios,28,0,8-4-1-3-5-7-0-2-6,0-2-1-4-5-6-7-8-3,16,4,9823,False,True,,26,7-4-0-8-2-1-5-3-6,1004.0,False
reinicios,29,0,8-6-4-5-0-3-7-1-2,1-2-6-0-5-4-7-8-3,16,5,9829,False,True,,26,1-2-6-8-0-4-5-7-3,1085.0,False
reinicios,0,1,0-1-6-3-4-7-8-2-5,4-2-3-1-5-6-0-8-7,14,4,9824,False,True,,22,4-3-6-1-2-7-8-5-0,1008.0,False
reinicios,1,1,0-6-7-8-4-3-1-2-5,8-2-3-4-5-6-1-7-0,16,6,9824,False,True,,28,8-3-6-4-0-7-1-2-5,975.0,False
reinicios,2,1,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,7111,True,False,31.0,21,7-4-2-0-1-3-8-5-6,696.0,False
reinicios,3,1,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,189,True,False,31.0,17,1-6-8-4-3-0-7-2-5,16.0,False
reinicios,4,1,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,1473,True,False,32.0,20,2-4-0-7-1-3-8-6-5,144.0,False
reinicios,5,1,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,668,True,False,30.0,16,2-4-3-7-1-5-8-6-0,55.0,False
reinicios,6,1,2-7-1-6-4-8-0-3-5,1-8-3-4-6-5-7-2-0,16,6,9841,False,True,,26,4-1-8-7-0-3-2-6-5,992.0,False
reinicios,7,1,2-8-4-6-1-3-0-5-7,1-2-3-4-5-6-7-8-0,14,0,369,True,False,28.0,22,1-2-3-5-6-8-0-4-7,38.0,False
reinicios,8,1,2-8-7-6-3-1-5-0-4,0-2-3-5-4-6-1-7-8,19,6,9825,False,True,,25,3-6-8-2-4-0-5-1-7,1032.0,False
reinicios,9,1,3-2-1-7-5-4-8-6-0,1-3-2-4-0-6-7-8-5,10,4,9847,False,True,,22,3-4-2-1-0-6-7-8-5,885.0,False
reinicios,10,1,3-5-4-6-2-7-8-0-1,0-2-3-4-6-5-7-8-1,17,6,9826,False,True,,27,6-4-3-7-2-5-8-0-1,1078.0,False
reinicios,11,1,3-6-2-5-0-4-1-7-8,1-0-3-4-5-6-7-8-2,12,3,9823,False,True,,16,5-3-0-1-4-6-7-8-2,947.0,False
reinicios,12,1,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,7142,True,False,32.0,18,4-1-5-7-0-2-8-3-6,612.0,False
reinicios,13,1,4-1-8-3-5-7-2-6-0,2-3-1-4-5-6-7-8-0,16,4,9837,False,True,,24,0-4-1-3-6-8-2-7-5,1150.0,False
reinicios,14,1,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,8517,True,False,34.0,18,6-4-2-1-3-8-0-7-5,815.0,False
reinicios,15,1,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-0-8-7,14,4,9833,False,True,,26,4-2-3-1-6-7-8-5-0,1054.0,False
reinicios,16,1,4-5-0-1-2-7-8-3-6,4-2-3-1-5-6-8-7-0,12,4,9837,False,True,,22,4-7-2-1-0-3-8-6-5,1047.0,False
reinicios,17,1,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9827,False,True,,23,1-0-2-5-3-7-4-6-8,893.0,False
reinicios,18,1,5-1-7-8-6-3-2-4-0,1-2-7-4-5-6-0-8-3,16,6,9827,False,True,,24,5-1-7-2-8-6-0-4-3,831.0,False
reinicios,19,1,6-0-1-8-4-7-3-2-5,2-3-1-4-5-6-7-8-0,19,4,9825,False,True,,27,3-8-1-2-7-0-4-6-5,830.0,False
reinicios,20,1,6-3-7-5-1-4-8-2-0,1-2-3-4-6-5-0-8-7,16,4,9823,False,True,,24,6-1-3-2-8-5-0-4-7,1128.0,False
reinicios,21,1,6-8-2-3-1-5-4-0-7,1-3-2-4-6-5-7-8-0,15,4,9824,False,True,,21,6-0-2-3-1-5-4-7-8,861.0,False
reinicios,22,1,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,2977,True,False,35.0,23,6-0-3-2-7-8-1-4-5,246.0,False
reinicios,23,1,7-1-8-2-0-3-5-4-6,1-2-3-4-5-7-0-8-6,14,4,9827,False,True,,22,0-2-3-1-8-7-5-4-6,970.0,False
reinicios,24,1,7-3-2-1-0-6-8-5-4,1-3-2-4-0-6-7-8-5,10,4,9835,False,True,,22,0-4-2-7-1-6-8-3-5,1101.0,False
reinicios,25,1,7-8-3-4-1-2-0-5-6,1-3-2-4-0-6-7-8-5,10,4,9827,False,True,,22,1-3-2-7-0-6-8-4-5,1154.0,False
reinicios,26,1,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9833,False,True,,23,8-1-2-7-4-0-5-6-3,940.0,False
reinicios,27,1,8-1-7-3-0-2-6-5-4,3-2-1-5-4-6-7-8-0,20,6,9832,False,True,,22,3-2-1-6-0-8-5-7-4,977.0,False
reinicios,28,1,8-4-1-3-5-7-0-2-6,1-3-2-4-5-6-0-8-7,16,4,9824,False,True,,26,0-4-1-8-6-2-5-3-7,994.0,False
reinicios,29,1,8-6-4-5-0-3-7-1-2,1-2-6-0-5-4-7-8-3,16,5,9830,False,True,,26,1-2-6-8-0-4-5-7-3,1064.0,False
reinicios,0,2,0-1-6-3-4-7-8-2-5,1-2-3-4-5-6-7-8-0,14,0,3959,True,False,30.0,22,2-3-6-1-5-8-0-4-7,415.0,False
reinicios,1,2,0-6-7-8-4-3-1-2-5,8-2-3-4-5-6-1-7-0,16,6,9823,False,True,,28,8-3-6-4-2-7-1-5-0,950.0,False
reinicios,2,2,1-0-3-2-7-4-8-5-6,2-1-3-4-5-6-0-8-7,9,4,9836,False,True,,21,2-1-3-0-8-6-5-4-7,941.0,False
reinicios,3,2,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,221,True,False,31.0,17,1-6-8-4-3-0-7-2-5,14.0,False
reinicios,4,2,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,166,True,False,30.0,20,2-4-3-7-1-5-8-6-0,16.0,False
reinicios,5,2,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,236,True,False,30.0,16,2-4-3-7-1-5-8-6-0,18.0,False
reinicios,6,2,2-7-1-6-4-8-0-3-5,2-1-3-7-5-6-4-8-0,16,4,9824,False,True,,26,2-1-3-7-0-8-4-6-5,985.0,False
reinicios,7,2,2-8-4-6-1-3-0-5-7,2-1-3-5-4-6-7-8-0,14,4,9844,False,True,,22,2-1-3-6-0-8-5-7-4,1018.0,False
reinicios,8,2,2-8-7-6-3-1-5-0-4,0-2-3-4-5-6-7-1-8,19,4,9839,False,True,,25,3-0-6-2-7-8-5-4-1,1014.0,False
reinicios,9,2,3-2-1-7-5-4-8-6-0,0-2-1-4-5-6-7-8-3,10,4,9828,False,True,,22,2-5-0-7-4-1-8-3-6,870.0,False
reinicios,10,2,3-5-4-6-2-7-8-0-1,3-2-0-4-5-6-7-8-1,17,6,9834,False,True,,27,2-6-5-3-7-0-8-4-1,1044.0,False
reinicios,11,2,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,7104,True,False,24.0,16,1-3-0-4-2-6-7-5-8,683.0,False
reinicios,12,2,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,1033,True,False,32.0,18,4-1-5-7-8-2-0-6-3,85.0,False
reinicios,13,2,4-1-8-3-5-7-2-6-0,1-2-3-4-5-6-7-8-0,16,0,7214,True,False,32.0,24,1-3-8-5-2-7-4-6-0,804.0,False
reinicios,14,2,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,3428,True,False,30.0,18,4-1-0-7-6-3-5-2-8,326.0,False
reinicios,15,2,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-0-8-7,14,4,9826,False,True,,26,4-2-3-1-6-7-8-5-0,1025.0,False
reinicios,16,2,4-5-0-1-2-7-8-3-6,1-2-3-4-5-6-7-8-0,12,0,9447,True,False,32.0,22,1-4-2-8-7-3-0-6-5,956.0,False
reinicios,17,2,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9826,False,True,,23,3-0-2-1-6-7-5-4-8,881.0,False
reinicios,18,2,5-1-7-8-6-3-2-4-0,1-2-7-4-5-6-0-8-3,16,6,9824,False,True,,24,5-1-7-2-8-6-0-4-3,846.0,False
reinicios,19,2,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9834,False,True,,27,8-0-6-3-7-1-2-4-5,832.0,False
reinicios,20,2,6-3-7-5-1-4-8-2-0,1-6-3-5-2-0-4-8-7,16,7,9833,False,True,,24,0-6-3-1-2-7-5-4-8,1142.0,False
reinicios,21,2,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,1699,True,False,35.0,21,3-6-8-2-5-0-1-4-7,149.0,False
reinicios,22,2,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,981,True,False,35.0,23,6-0-3-2-7-8-1-4-5,86.0,False
reinicios,23,2,7-1-8-2-0-3-5-4-6,1-2-3-0-5-6-7-8-4,14,3,9823,False,True,,22,2-8-3-1-0-6-5-7-4,909.0,False
reinicios,24,2,7-3-2-1-0-6-8-5-4,1-2-3-0-5-6-7-8-4,10,3,9830,False,True,,22,0-7-3-2-1-6-8-5-4,1108.0,False
reinicios,25,2,7-8-3-4-1-2-0-5-6,1-2-3-8-4-6-7-5-0,10,4,9831,False,True,,22,8-1-3-7-2-6-0-4-5,1129.0,False
