configuracion,tablero_indice,repeticion,estado_inicial,estado_final,h_inicial,h_final,evaluaciones,resuelto,truncada,longitud_solucion,longitud_optima,estado_partida,cantidad_intentos,resuelto_sin_reinicio
reinicios,26,2,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9830,False,True,,23,8-1-2-7-4-3-5-0-6,911.0,False
reinicios,27,2,8-1-7-3-0-2-6-5-4,1-2-3-4-5-6-7-8-0,20,0,4303,True,False,36.0,22,1-6-8-5-3-7-0-4-2,441.0,False
reinicios,28,2,8-4-1-3-5-7-0-2-6,1-3-2-4-5-6-0-8-7,16,4,9825,False,True,,26,4-1-0-8-6-2-5-3-7,1021.0,False
reinicios,29,2,8-6-4-5-0-3-7-1-2,1-2-6-0-5-4-7-8-3,16,5,9825,False,True,,26,8-1-6-2-0-4-5-7-3,1044.0,False
reinicios,0,3,0-1-6-3-4-7-8-2-5,4-2-3-1-5-6-0-8-7,14,4,9829,False,True,,22,4-3-6-1-2-7-8-5-0,1004.0,False
reinicios,1,3,0-6-7-8-4-3-1-2-5,1-2-3-7-0-6-4-8-5,16,4,9826,False,True,,28,7-1-3-2-8-6-0-4-5,980.0,False
reinicios,2,3,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,2446,True,False,31.0,21,7-4-2-0-1-3-8-5-6,242.0,False
reinicios,3,3,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,1024,True,False,31.0,17,1-6-8-4-3-0-7-2-5,78.0,False
reinicios,4,3,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,468,True,False,32.0,20,7-4-3-8-1-5-0-2-6,37.0,False
reinicios,5,3,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,232,True,False,30.0,16,2-4-3-7-1-5-8-6-0,13.0,False
reinicios,6,3,2-7-1-6-4-8-0-3-5,1-2-3-4-5-6-7-8-0,16,0,5306,True,False,30.0,26,4-1-3-7-6-8-5-2-0,550.0,False
reinicios,7,3,2-8-4-6-1-3-0-5-7,2-1-3-5-4-6-7-8-0,14,4,9836,False,True,,22,2-3-0-6-1-8-5-7-4,999.0,False
reinicios,8,3,2-8-7-6-3-1-5-0-4,2-1-3-5-4-6-7-8-0,19,4,9835,False,True,,25,2-0-3-6-1-8-5-7-4,1018.0,False
reinicios,9,3,3-2-1-7-5-4-8-6-0,1-0-3-4-5-6-7-8-2,10,3,9826,False,True,,22,3-4-6-1-0-5-7-8-2,862.0,False
reinicios,10,3,3-5-4-6-2-7-8-0-1,1-2-3-4-6-5-8-7-0,17,4,9839,False,True,,27,4-1-2-0-6-3-8-7-5,1031.0,False
reinicios,11,3,3-6-2-5-0-4-1-7-8,1-0-3-4-5-6-7-8-2,12,3,9829,False,True,,16,5-3-0-1-4-6-7-8-2,952.0,False
reinicios,12,3,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,2946,True,False,30.0,18,1-3-6-5-0-8-4-2-7,245.0,False
reinicios,13,3,4-1-8-3-5-7-2-6-0,2-1-3-4-0-6-7-8-5,16,4,9836,False,True,,24,0-4-6-3-8-1-2-7-5,1146.0,False
reinicios,14,3,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,6700,True,False,30.0,18,0-3-6-1-2-8-4-7-5,668.0,False
reinicios,15,3,4-3-7-6-2-5-0-1-8,0-2-3-4-5-6-1-8-7,14,4,9825,False,True,,26,5-3-7-2-0-8-4-6-1,1055.0,False
reinicios,16,3,4-5-0-1-2-7-8-3-6,0-2-1-4-5-6-7-8-3,12,4,9823,False,True,,22,4-5-2-7-0-1-8-3-6,1050.0,False
reinicios,17,3,5-1-2-6-4-7-3-0-8,1-2-3-4-5-6-7-8-0,15,0,4458,True,False,31.0,23,5-1-2-6-3-0-4-7-8,421.0,False
reinicios,18,3,5-1-7-8-6-3-2-4-0,1-2-3-4-5-6-7-8-0,16,0,1582,True,False,30.0,24,8-1-3-2-0-5-4-7-6,136.0,False
reinicios,19,3,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9838,False,True,,27,3-8-6-0-7-1-2-4-5,852.0,False
reinicios,20,3,6-3-7-5-1-4-8-2-0,1-2-3-4-6-5-0-8-7,16,4,9831,False,True,,24,6-1-3-2-8-5-0-4-7,1152.0,False
reinicios,21,3,6-8-2-3-1-5-4-0-7,1-3-2-4-0-6-7-8-5,15,4,9832,False,True,,21,8-1-2-0-3-6-4-7-5,847.0,False
reinicios,22,3,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,179,True,False,35.0,23,6-0-3-2-7-8-1-4-5,14.0,False
reinicios,23,3,7-1-8-2-0-3-5-4-6,1-2-3-0-5-6-7-8-4,14,3,9827,False,True,,22,7-1-3-8-0-6-5-2-4,957.0,False
reinicios,24,3,7-3-2-1-0-6-8-5-4,1-2-3-0-5-6-7-8-4,10,3,9826,False,True,,22,7-1-3-8-0-6-5-2-4,1106.0,False
reinicios,25,3,7-8-3-4-1-2-0-5-6,7-2-3-1-5-6-4-8-0,10,4,9826,False,True,,22,7-3-5-1-0-2-4-8-6,1160.0,False
reinicios,26,3,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9829,False,True,,23,8-1-2-0-4-3-7-5-6,907.0,False
reinicios,27,3,8-1-7-3-0-2-6-5-4,1-2-3-8-5-4-7-0-6,20,5,9831,False,True,,22,8-1-2-7-0-3-6-5-4,980.0,False
reinicios,28,3,8-4-1-3-5-7-0-2-6,2-3-1-4-5-6-7-8-0,16,4,9823,False,True,,26,0-8-1-3-7-5-2-4-6,987.0,False
reinicios,29,3,8-6-4-5-0-3-7-1-2,1-2-3-4-5-7-0-8-6,16,4,9830,False,True,,26,4-1-3-8-0-7-5-2-6,1075.0,False
reinicios,0,4,0-1-6-3-4-7-8-2-5,1-2-3-4-5-6-7-8-0,14,0,4426,True,False,28.0,22,2-3-6-1-0-5-4-7-8,454.0,False
reinicios,1,4,0-6-7-8-4-3-1-2-5,8-2-3-4-5-6-1-7-0,16,6,9836,False,True,,28,8-6-0-4-3-7-1-2-5,954.0,False
reinicios,2,4,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,2255,True,False,35.0,21,7-4-2-8-1-0-5-6-3,213.0,False
reinicios,3,4,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,775,True,False,29.0,17,1-0-6-4-3-8-7-2-5,56.0,False
reinicios,4,4,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,281,True,False,30.0,20,2-4-3-7-1-5-8-6-0,28.0,False
reinicios,5,4,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,416,True,False,32.0,16,2-4-0-7-1-3-8-6-5,26.0,False
reinicios,6,4,2-7-1-6-4-8-0-3-5,1-8-3-4-5-2-7-0-6,16,5,9830,False,True,,26,4-1-8-7-0-3-6-5-2,968.0,False
reinicios,7,4,2-8-4-6-1-3-0-5-7,1-2-6-0-5-4-7-8-3,14,5,9828,False,True,,22,8-6-0-2-1-4-5-7-3,1048.0,False
reinicios,8,4,2-8-7-6-3-1-5-0-4,2-1-3-5-4-6-7-8-0,19,4,9835,False,True,,25,2-0-3-6-1-8-5-7-4,1000.0,False
reinicios,9,4,3-2-1-7-5-4-8-6-0,1-3-2-0-5-4-7-8-6,10,5,9831,False,True,,22,3-5-2-7-1-4-8-6-0,855.0,False
reinicios,10,4,3-5-4-6-2-7-8-0-1,1-3-4-0-5-6-7-8-2,17,7,9826,False,True,,27,3-5-4-0-8-6-1-7-2,1026.0,False
reinicios,11,4,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,5563,True,False,24.0,16,1-3-0-4-2-6-7-5-8,530.0,False
reinicios,12,4,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,6119,True,False,32.0,18,4-1-5-7-0-2-8-3-6,487.0,False
reinicios,13,4,4-1-8-3-5-7-2-6-0,2-1-3-4-0-6-7-8-5,16,4,9827,False,True,,24,0-4-6-3-8-1-2-7-5,1154.0,False
reinicios,14,4,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,3868,True,False,32.0,18,6-4-0-1-3-2-7-5-8,355.0,False
reinicios,15,4,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-8-7-0,14,4,9833,False,True,,26,4-2-0-1-7-3-8-6-5,1057.0,False
reinicios,16,4,4-5-0-1-2-7-8-3-6,4-2-3-1-5-6-8-7-0,12,4,9831,False,True,,22,4-7-2-1-0-3-8-6-5,1009.0,False
reinicios,17,4,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9823,False,True,,23,5-1-2-3-6-7-4-0-8,915.0,False
reinicios,18,4,5-1-7-8-6-3-2-4-0,1-2-0-5-4-6-7-8-3,16,4,9825,False,True,,24,5-1-2-7-0-6-8-4-3,856.0,False
reinicios,19,4,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9827,False,True,,27,8-0-6-3-7-1-2-4-5,827.0,False
reinicios,20,4,6-3-7-5-1-4-8-2-0,1-2-3-5-6-7-0-8-4,16,8,9825,False,True,,24,6-3-0-2-1-7-5-8-4,1164.0,False
reinicios,21,4,6-8-2-3-1-5-4-0-7,2-1-3-4-6-5-7-8-0,15,4,9823,False,True,,21,2-3-5-6-1-8-4-0-7,880.0,False
reinicios,22,4,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,519,True,False,35.0,23,6-0-3-2-7-8-1-4-5,41.0,False
reinicios,23,4,7-1-8-2-0-3-5-4-6,1-2-3-4-5-7-0-8-6,14,4,9830,False,True,,22,1-2-3-8-0-7-5-4-6,966.0,False
reinicios,24,4,7-3-2-1-0-6-8-5-4,1-2-3-0-5-6-7-8-4,10,3,9824,False,True,,22,5-1-3-7-2-6-0-8-4,1105.0,False
reinicios,25,4,7-8-3-4-1-2-0-5-6,1-2-3-8-4-6-7-5-0,10,4,9828,False,True,,22,8-1-3-7-2-6-0-4-5,1133.0,False
reinicios,26,4,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9833,False,True,,23,8-0-2-7-1-3-5-4-6,916.0,False
reinicios,27,4,8-1-7-3-0-2-6-5-4,1-2-3-0-6-4-7-8-5,20,5,9830,False,True,,22,0-1-3-8-2-4-6-7-5,998.0,False
reinicios,28,4,8-4-1-3-5-7-0-2-6,1-2-3-4-5-6-7-8-0,16,0,420,True,False,40.0,26,8-7-5-3-0-4-2-1-6,37.0,False
reinicios,29,4,8-6-4-5-0-3-7-1-2,1-0-3-5-4-2-7-8-6,16,5,9831,False,True,,26,1-8-4-5-0-3-7-6-2,1054.0,False
reinicios,0,5,0-1-6-3-4-7-8-2-5,4-2-3-1-5-6-0-8-7,14,4,9825,False,True,,22,4-6-2-1-0-3-8-5-7,1041.0,False
reinicios,1,5,0-6-7-8-4-3-1-2-5,8-2-3-4-5-6-1-7-0,16,6,9826,False,True,,28,8-6-0-4-3-7-1-2-5,930.0,False
reinicios,2,5,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,8484,True,False,29.0,21,5-1-3-2-7-6-4-0-8,818.0,False
reinicios,3,5,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,1729,True,False,31.0,17,1-6-8-4-3-0-7-2-5,129.0,False
reinicios,4,5,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,1947,True,False,28.0,20,4-1-3-7-0-5-8-2-6,194.0,False
reinicios,5,5,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,1057,True,False,30.0,16,2-4-3-7-1-5-8-6-0,89.0,False
reinicios,6,5,2-7-1-6-4-8-0-3-5,1-8-3-4-5-2-7-0-6,16,5,9823,False,True,,26,4-1-8-7-0-3-6-5-2,989.0,False
reinicios,7,5,2-8-4-6-1-3-0-5-7,1-2-3-5-4-6-0-8-7,14,4,9839,False,True,,22,2-4-0-1-6-3-5-8-7,1022.0,False
reinicios,8,5,2-8-7-6-3-1-5-0-4,3-2-1-4-6-5-7-8-0,19,6,9823,False,True,,25,2-0-1-3-7-5-6-4-8,1034.0,False
reinicios,9,5,3-2-1-7-5-4-8-6-0,1-2-3-4-5-6-7-8-0,10,0,2960,True,False,26.0,22,2-3-0-1-4-5-7-8-6,268.0,False
reinicios,10,5,3-5-4-6-2-7-8-0-1,1-0-3-4-6-5-8-7-2,17,7,9834,False,True,,27,6-3-5-1-4-0-8-7-2,1032.0,False
reinicios,11,5,3-6-2-5-0-4-1-7-8,1-2-3-4-5-6-7-8-0,12,0,8258,True,False,34.0,16,5-3-6-2-0-8-4-1-7,779.0,False
reinicios,12,5,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,5564,True,False,32.0,18,4-1-5-7-8-2-0-6-3,453.0,False
reinicios,13,5,4-1-8-3-5-7-2-6-0,1-2-3-4-5-6-7-8-0,16,0,1617,True,False,28.0,24,1-2-3-5-0-8-4-6-7,174.0,False
reinicios,14,5,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,8219,True,False,32.0,18,3-4-6-1-0-8-7-2-5,783.0,False
reinicios,15,5,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-8-7-0,14,4,9823,False,True,,26,4-2-3-1-0-5-8-7-6,1080.0,False
reinicios,16,5,4-5-0-1-2-7-8-3-6,4-2-3-1-5-6-8-7-0,12,4,9823,False,True,,22,4-7-2-1-0-3-8-6-5,1038.0,False
reinicios,17,5,5-1-2-6-4-7-3-0-8,1-2-3-4-5-6-7-8-0,15,0,464,True,False,31.0,23,5-1-2-6-3-0-4-7-8,39.0,False
reinicios,18,5,5-1-7-8-6-3-2-4-0,1-2-5-4-0-6-7-8-3,16,4,9833,False,True,,24,8-1-5-2-7-6-0-4-3,854.0,False
reinicios,19,5,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9838,False,True,,27,3-8-6-0-7-1-2-4-5,835.0,False
reinicios,20,5,6-3-7-5-1-4-8-2-0,1-2-3-4-5-6-7-8-0,16,0,6787,True,False,36.0,24,6-7-2-1-3-8-5-4-0,789.0,False
reinicios,21,5,6-8-2-3-1-5-4-0-7,1-3-2-4-6-5-7-8-0,15,4,9826,False,True,,21,6-0-2-3-1-5-4-7-8,891.0,False
reinicios,22,5,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,2289,True,False,37.0,23,3-6-8-1-7-0-2-4-5,193.0,False
reinicios,23,5,7-1-8-2-0-3-5-4-6,1-2-3-4-5-7-0-8-6,14,4,9833,False,True,,22,1-2-3-8-0-7-5-4-6,995.0,False
reinicios,24,5,7-3-2-1-0-6-8-5-4,3-1-2-4-5-6-7-8-0,10,4,9826,False,True,,22,3-1-2-7-0-5-8-4-6,1080.0,False
reinicios,25,5,7-8-3-4-1-2-0-5-6,7-2-3-1-5-6-4-8-0,10,4,9832,False,True,,22,7-3-5-1-8-2-4-6-0,1165.0,False
reinicios,26,5,8-1-2-3-6-0-7-5-4,1-2-3-4-5-6-7-8-0,13,0,536,True,False,29.0,23,1-5-2-7-4-0-8-6-3,48.0,False
reinicios,27,5,8-1-7-3-0-2-6-5-4,1-2-0-4-5-6-8-7-3,20,4,9841,False,True,,22,1-7-5-8-4-2-3-6-0,1003.0,False
reinicios,28,5,8-4-1-3-5-7-0-2-6,1-3-2-4-5-6-0-8-7,16,4,9826,False,True,,26,0-4-1-8-6-2-5-3-7,989.0,False
reinicios,29,5,8-6-4-5-0-3-7-1-2,1-2-6-0-5-4-7-8-3,16,5,9823,False,True,,26,8-1-6-2-0-4-5-7-3,1071.0,False
reinicios,0,6,0-1-6-3-4-7-8-2-5,1-2-3-8-5-6-4-7-0,14,4,9835,False,True,,22,1-6-0-8-3-7-4-2-5,996.0,False
reinicios,1,6,0-6-7-8-4-3-1-2-5,1-2-3-0-6-4-7-8-5,16,5,9824,False,True,,28,6-3-0-7-1-4-8-2-5,952.0,False
reinicios,2,6,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,3730,True,False,31.0,21,7-4-2-0-1-3-8-5-6,370.0,False
reinicios,3,6,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,801,True,False,29.0,17,1-3-6-0-4-8-7-2-5,70.0,False
reinicios,4,6,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,1257,True,False,32.0,20,7-4-3-8-1-5-0-2-6,132.0,False
reinicios,5,6,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,207,True,False,32.0,16,2-4-0-7-1-3-8-6-5,20.0,False
reinicios,6,6,2-7-1-6-4-8-0-3-5,2-1-3-4-5-6-0-8-7,16,4,9828,False,True,,26,2-3-0-5-1-7-4-6-8,993.0,False
reinicios,7,6,2-8-4-6-1-3-0-5-7,1-2-3-6-4-5-7-8-0,14,4,9833,False,True,,22,2-4-3-1-0-5-6-7-8,1020.0,False
reinicios,8,6,2-8-7-6-3-1-5-0-4,2-1-3-5-4-6-7-8-0,19,4,9824,False,True,,25,2-3-8-6-1-0-5-7-4,998.0,False
reinicios,9,6,3-2-1-7-5-4-8-6-0,0-2-3-4-5-1-7-8-6,10,4,9838,False,True,,22,5-4-3-2-0-1-7-8-6,879.0,False
reinicios,10,6,3-5-4-6-2-7-8-0-1,2-1-3-6-5-4-7-8-0,17,6,9827,False,True,,27,2-3-4-5-1-0-6-7-8,1048.0,False
reinicios,11,6,3-6-2-5-0-4-1-7-8,1-0-3-4-5-6-7-8-2,12,3,9828,False,True,,16,3-4-6-1-0-5-7-8-2,937.0,False
reinicios,12,6,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,8033,True,False,32.0,18,4-1-5-7-0-2-8-3-6,647.0,False
reinicios,13,6,4-1-8-3-5-7-2-6-0,2-3-1-4-5-6-7-8-0,16,4,9830,False,True,,24,0-4-1-3-6-8-2-7-5,1127.0,False
reinicios,14,6,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,1363,True,False,34.0,18,6-4-2-1-3-8-0-7-5,126.0,False
reinicios,15,6,4-3-7-6-2-5-0-1-8,4-2-3-1-5-6-0-8-7,14,4,9828,False,True,,26,4-2-3-1-6-7-8-5-0,1071.0,False
reinicios,16,6,4-5-0-1-2-7-8-3-6,4-2-3-1-5-6-8-7-0,12,4,9836,False,True,,22,4-3-5-1-7-2-8-6-0,1033.0,False
reinicios,17,6,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9823,False,True,,23,5-1-2-3-6-0-4-8-7,906.0,False
reinicios,18,6,5-1-7-8-6-3-2-4-0,1-2-7-4-5-6-0-8-3,16,6,9829,False,True,,24,0-1-7-5-2-6-4-8-3,843.0,False
reinicios,19,6,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9829,False,True,,27,8-0-6-3-7-1-2-4-5,839.0,False
reinicios,20,6,6-3-7-5-1-4-8-2-0,1-0-3-7-5-4-8-2-6,16,7,9841,False,True,,24,7-5-1-8-0-3-2-6-4,1120.0,False
reinicios,21,6,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,423,True,False,29.0,21,1-0-3-6-2-8-4-7-5,42.0,False
reinicios,22,6,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,578,True,False,33.0,23,2-6-3-0-7-8-1-4-5,51.0,False
reinicios,23,6,7-1-8-2-0-3-5-4-6,1-2-3-0-5-6-7-8-4,14,3,9832,False,True,,22,2-8-3-1-0-6-5-7-4,959.0,False
reinicios,24,6,7-3-2-1-0-6-8-5-4,1-2-3-0-5-6-7-8-4,10,3,9824,False,True,,22,7-1-3-8-2-6-0-5-4,1135.0,False
reinicios,25,6,7-8-3-4-1-2-0-5-6,7-2-3-1-5-6-4-8-0,10,4,9826,False,True,,22,7-3-5-1-0-2-4-8-6,1174.0,False
reinicios,26,6,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9827,False,True,,23,8-1-2-0-4-3-7-5-6,926.0,False
reinicios,27,6,8-1-7-3-0-2-6-5-4,1-3-2-5-4-6-7-8-0,20,4,9831,False,True,,22,1-3-2-6-0-8-5-7-4,989.0,False
reinicios,28,6,8-4-1-3-5-7-0-2-6,0-2-1-4-5-6-7-8-3,16,4,9823,False,True,,26,5-8-0-2-7-1-4-3-6,1007.0,False
reinicios,29,6,8-6-4-5-0-3-7-1-2,1-0-3-5-4-2-7-8-6,16,5,9830,False,True,,26,0-1-4-5-8-3-7-6-2,1060.0,False
reinicios,0,7,0-1-6-3-4-7-8-2-5,4-2-3-1-5-6-0-8-7,14,4,9824,False,True,,22,4-6-0-1-3-2-8-5-7,1026.0,False
reinicios,1,7,0-6-7-8-4-3-1-2-5,0-2-3-4-8-6-1-7-5,16,6,9826,False,True,,28,8-7-3-2-0-6-4-1-5,958.0,False
reinicios,2,7,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,7331,True,False,35.0,21,7-4-2-8-1-0-5-6-3,705.0,False
reinicios,3,7,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,137,True,False,31.0,17,1-6-8-4-3-0-7-2-5,8.0,False
reinicios,4,7,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,1282,True,False,34.0,20,0-4-3-7-1-8-6-2-5,113.0,False
reinicios,5,7,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,518,True,False,30.0,16,4-1-5-3-0-2-7-8-6,34.0,False
reinicios,6,7,2-7-1-6-4-8-0-3-5,0-2-1-4-5-3-7-6-8,16,6,9823,False,True,,26,0-4-1-7-2-3-6-5-8,987.0,False
reinicios,7,7,2-8-4-6-1-3-0-5-7,1-2-3-4-5-6-7-8-0,14,0,2375,True,False,34.0,22,2-3-0-1-7-8-6-4-5,255.0,False
reinicios,8,7,2-8-7-6-3-1-5-0-4,0-2-3-4-5-6-7-1-8,19,4,9824,False,True,,25,3-6-8-2-7-0-5-4-1,1013.0,False
reinicios,9,7,3-2-1-7-5-4-8-6-0,0-2-3-4-5-1-7-8-6,10,4,9825,False,True,,22,5-4-3-2-8-1-0-7-6,900.0,False
reinicios,10,7,3-5-4-6-2-7-8-0-1,1-2-3-0-5-6-7-8-4,17,3,9827,False,True,,27,2-6-5-8-3-0-1-7-4,1049.0,False
reinicios,11,7,3-6-2-5-0-4-1-7-8,1-0-3-4-5-6-7-8-2,12,3,9839,False,True,,16,3-4-6-1-0-5-7-8-2,960.0,False
reinicios,12,7,4-1-5-2-6-3-0-7-8,1-2-3-4-5-6-7-8-0,10,0,6731,True,False,26.0,18,4-1-3-2-0-5-7-8-6,570.0,False
reinicios,13,7,4-1-8-3-5-7-2-6-0,2-3-1-4-5-6-7-8-0,16,4,9827,False,True,,24,3-4-1-2-6-8-7-5-0,1112.0,False
reinicios,14,7,4-3-2-1-0-6-7-5-8,1-2-3-4-5-6-7-8-0,6,0,139,True,False,34.0,18,3-4-6-2-0-8-1-7-5,12.0,False
reinicios,15,7,4-3-7-6-2-5-0-1-8,1-2-5-4-6-3-7-8-0,14,4,9826,False,True,,26,2-4-5-7-1-3-0-6-8,1053.0,False
reinicios,16,7,4-5-0-1-2-7-8-3-6,1-2-3-4-5-6-7-8-0,12,0,2528,True,False,32.0,22,0-4-2-1-7-3-8-6-5,271.0,False
reinicios,17,7,5-1-2-6-4-7-3-0-8,1-3-2-4-5-6-0-8-7,15,4,9824,False,True,,23,5-0-2-3-1-6-4-8-7,900.0,False
reinicios,18,7,5-1-7-8-6-3-2-4-0,1-2-3-5-4-6-0-8-7,16,4,9825,False,True,,24,1-3-6-5-2-7-8-4-0,843.0,False
reinicios,19,7,6-0-1-8-4-7-3-2-5,2-1-3-4-0-6-7-8-5,19,4,9833,False,True,,27,3-8-6-0-7-1-2-4-5,821.0,False
reinicios,20,7,6-3-7-5-1-4-8-2-0,1-2-3-4-5-6-7-8-0,16,0,5024,True,False,36.0,24,6-7-0-1-3-2-5-4-8,581.0,False
reinicios,21,7,6-8-2-3-1-5-4-0-7,1-2-3-4-5-6-7-8-0,15,0,5244,True,False,31.0,21,1-3-8-6-2-0-4-7-5,444.0,False
reinicios,22,7,7-0-8-6-3-2-1-4-5,1-2-3-4-5-6-7-8-0,17,0,1559,True,False,37.0,23,6-3-8-2-7-0-1-4-5,150.0,False
reinicios,23,7,7-1-8-2-0-3-5-4-6,1-2-3-0-5-6-7-8-4,14,3,9825,False,True,,22,2-7-3-8-1-6-0-5-4,975.0,False
reinicios,24,7,7-3-2-1-0-6-8-5-4,1-2-3-0-5-6-7-8-4,10,3,9828,False,True,,22,7-1-3-8-0-6-5-2-4,1136.0,False
reinicios,25,7,7-8-3-4-1-2-0-5-6,1-2-3-8-4-6-7-5-0,10,4,9830,False,True,,22,8-1-3-7-2-6-0-4-5,1161.0,False
reinicios,26,7,8-1-2-3-6-0-7-5-4,1-2-3-8-4-6-7-5-0,13,4,9824,False,True,,23,8-1-2-7-4-3-5-0-6,909.0,False
reinicios,27,7,8-1-7-3-0-2-6-5-4,1-2-3-4-6-5-0-8-7,20,4,9838,False,True,,22,1-2-3-8-0-5-6-4-7,995.0,False
reinicios,28,7,8-4-1-3-5-7-0-2-6,1-0-3-4-5-6-8-2-7,16,5,9828,False,True,,26,0-4-5-8-1-3-2-6-7,1032.0,False
reinicios,29,7,8-6-4-5-0-3-7-1-2,1-2-6-0-5-4-7-8-3,16,5,9829,False,True,,26,8-1-6-2-0-4-5-7-3,1068.0,False
reinicios,0,8,0-1-6-3-4-7-8-2-5,4-2-3-1-5-6-0-8-7,14,4,9828,False,True,,22,4-6-0-1-3-2-8-5-7,1055.0,False
reinicios,1,8,0-6-7-8-4-3-1-2-5,0-2-3-4-8-6-1-7-5,16,6,9823,False,True,,28,8-7-3-2-0-6-4-1-5,945.0,False
reinicios,2,8,1-0-3-2-7-4-8-5-6,1-2-3-4-5-6-7-8-0,9,0,918,True,False,29.0,21,2-3-5-0-1-4-7-8-6,86.0,False
reinicios,3,8,1-6-8-3-5-0-4-7-2,1-2-3-4-5-6-7-8-0,13,0,340,True,False,29.0,17,1-0-6-4-3-8-7-2-5,26.0,False
reinicios,4,8,1-7-4-8-2-3-0-6-5,1-2-3-4-5-6-7-8-0,14,0,531,True,False,32.0,20,1-4-2-8-7-3-0-6-5,45.0,False
reinicios,5,8,2-3-1-7-4-5-8-6-0,1-2-3-4-5-6-7-8-0,10,0,316,True,False,30.0,16,2-4-3-7-1-5-8-6-0,21.0,False
reinicios,6,8,2-7-1-6-4-8-0-3-5,1-2-0-4-5-6-7-3-8,16,4,9824,False,True,,26,0-4-1-7-6-2-3-5-8,948.0,False
reinicios,7,8,2-8-4-6-1-3-0-5-7,1-2-3-5-4-6-0-8-7,14,4,9824,False,True,,22,2-4-3-1-0-6-5-8-7,1025.0,False
reinicios,8,8,2-8-7-6-3-1-5-0-4,2-1-3-5-4-6-7-8-0,19,4,9827,False,True,,25,2-3-8-6-1-0-5-7-4,993.0,False
reinicios,9,8,3-2-1-7-5-4-8-6-0,1-3-2-4-0-6-7-8-5,10,4,9834,False,True,,22,3-4-2-7-1-6-0-8-5,914.0,False
reinicios,10,8,3-5-4-6-2-7-8-0-1,1-0-3-4-5-6-7-8-2,17,3,9834,False,True,,27,3-4-6-1-8-5-7-0-2,1039.0,False
