configuracion,repeticiones,tasa_exito_promedio,tasa_exito_desviacion,tasa_exito_minima,tasa_exito_maxima,h_final_promedio,h_final_desviacion,evaluaciones_promedio,porcentaje_truncadas,corridas_resueltas,longitud_solucion_promedio,longitud_solucion_desviacion,longitud_solucion_minima,longitud_solucion_maxima,razon_sobre_optima_promedio,nota
temple_actividad,10,67.99999999999999,7.023769168568492,56.666666666666664,80.0,1.05,1.6064972248134552,7563.606666666667,32.0,204,5384.8725490196075,1120.7991299240916,860.0,6984.0,245.04252653556568,
temple_actividad_sin_tope,10,70.33333333333333,6.741249472052231,56.666666666666664,80.0,0.9666666666666667,1.5595583420386114,9822.636666666667,0.0,211,5444.236966824645,1147.7518229845073,860.0,7260.0,247.83171487382072,"Sin limite de costo, temple actividad llega a 70.3% gastando 9823 evaluaciones en promedio, MAS que reinicios (K = 20), que gasta 7569 y llega a 32.7%"
